"city","RMSE_arrivals","MAE_arrivals","nRMSE_arrivals","nMAE_arrivals","RMSE_departures","MAE_departures","nRMSE_departures","nMAE_departures","date","interval","stationID","datetime"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-22,"1",1,"2020-02-22_1"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-22,"2",1,"2020-02-22_2"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-22,"3",1,"2020-02-22_3"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-22,"4",1,"2020-02-22_4"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-23,"1",1,"2020-02-23_1"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-23,"2",1,"2020-02-23_2"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-23,"3",1,"2020-02-23_3"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-23,"4",1,"2020-02-23_4"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-24,"1",1,"2020-02-24_1"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-24,"2",1,"2020-02-24_2"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-24,"3",1,"2020-02-24_3"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-24,"4",1,"2020-02-24_4"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-25,"1",1,"2020-02-25_1"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-25,"2",1,"2020-02-25_2"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-25,"3",1,"2020-02-25_3"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-25,"4",1,"2020-02-25_4"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-26,"1",1,"2020-02-26_1"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-26,"2",1,"2020-02-26_2"
"LGR",0.934420188484065,0.606981870214239,1.90909925543774,1.24011515458602,0.991227532972681,0.631051032691603,2.09665973763252,1.33480885934226,2020-02-26,"3",1,"2020-02-26_3"
